date,time,group,subject,build,blocknum,trialnum,blockcode,trialcode,pretrialpause,posttrialpause,trialduration,trialtimeout,response,correct,latency,stimulusnumber1,stimulusitem1,stimulusonset1,stimulusnumber2,stimulusitem2,stimulusonset2,stimulusnumber3,stimulusitem3,stimulusonset3
12820,15:47:21,1,5002,5.0.14.0,1,1,mood,VAS_mood10_VAS,0,0,0,0,24,1,3728,1,How do you currently feel?,7,1,relaxed,7,1,tense,7
12820,15:47:21,1,5002,5.0.14.0,1,2,mood,VAS_mood15_VAS,0,0,0,0,43,1,2450,1,How do you currently feel?,1,1,interested,1,1,bored,1
12820,15:47:21,1,5002,5.0.14.0,1,3,mood,VAS_mood2_VAS,0,0,0,0,40,1,2472,1,How do you currently feel?,1,1,calm,1,1,excited,1
12820,15:47:21,1,5002,5.0.14.0,1,4,mood,VAS_mood3_VAS,0,0,0,0,44,1,1860,1,How do you currently feel?,1,1,strong,1,1,feeble,1
12820,15:47:21,1,5002,5.0.14.0,1,5,mood,VAS_mood14_VAS,0,0,0,0,32,1,1561,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
12820,15:47:21,1,5002,5.0.14.0,1,6,mood,VAS_mood9_VAS,0,0,0,0,44,1,1865,1,How do you currently feel?,0,1,quick-witted,0,1,mentally slow,0
12820,15:47:21,1,5002,5.0.14.0,1,7,mood,VAS_mood8_VAS,0,0,0,0,40,1,1862,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
12820,15:47:21,1,5002,5.0.14.0,1,8,mood,VAS_mood12_VAS,0,0,0,0,42,1,1850,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
12820,15:47:21,1,5002,5.0.14.0,1,9,mood,VAS_mood5_VAS,0,0,0,0,40,1,1760,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
12820,15:47:21,1,5002,5.0.14.0,1,10,mood,VAS_mood11_VAS,0,0,0,0,43,1,1648,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
12820,15:47:21,1,5002,5.0.14.0,1,11,mood,VAS_mood16_VAS,0,0,0,0,40,1,2693,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
12820,15:47:21,1,5002,5.0.14.0,1,12,mood,VAS_mood13_VAS,0,0,0,0,25,1,1729,1,How do you currently feel?,1,1,happy,1,1,sad,1
12820,15:47:21,1,5002,5.0.14.0,1,13,mood,VAS_mood4_VAS,0,0,0,0,27,1,2443,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
12820,15:47:21,1,5002,5.0.14.0,1,14,mood,VAS_mood7_VAS,0,0,0,0,38,1,1664,1,How do you currently feel?,0,1,contented,0,1,discontented,0
12820,15:47:21,1,5002,5.0.14.0,1,15,mood,VAS_mood1_VAS,0,0,0,0,38,1,1829,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
12820,15:47:21,1,5002,5.0.14.0,1,16,mood,VAS_mood6_VAS,0,0,0,0,35,1,1627,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
12820,16:06:00,2,3003,5.0.14.0,1,1,mood,VAS_mood7_VAS,0,0,0,0,14,1,5406,1,How do you currently feel?,5,1,contented,5,1,discontented,5
12820,16:06:00,2,3003,5.0.14.0,1,2,mood,VAS_mood14_VAS,0,0,0,0,19,1,2961,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
12820,16:06:00,2,3003,5.0.14.0,1,3,mood,VAS_mood11_VAS,0,0,0,0,65,1,3775,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
12820,16:06:00,2,3003,5.0.14.0,1,4,mood,VAS_mood13_VAS,0,0,0,0,25,1,2812,1,How do you currently feel?,1,1,happy,1,1,sad,1
12820,16:06:00,2,3003,5.0.14.0,1,5,mood,VAS_mood2_VAS,0,0,0,0,26,1,2560,1,How do you currently feel?,1,1,calm,1,1,excited,1
12820,16:06:00,2,3003,5.0.14.0,1,6,mood,VAS_mood16_VAS,0,0,0,0,21,1,2493,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
12820,16:06:00,2,3003,5.0.14.0,1,7,mood,VAS_mood15_VAS,0,0,0,0,73,1,7348,1,How do you currently feel?,1,1,interested,1,1,bored,1
12820,16:06:00,2,3003,5.0.14.0,1,8,mood,VAS_mood5_VAS,0,0,0,0,34,1,2484,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
12820,16:06:00,2,3003,5.0.14.0,1,9,mood,VAS_mood1_VAS,0,0,0,0,46,1,3527,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
12820,16:06:00,2,3003,5.0.14.0,1,10,mood,VAS_mood9_VAS,0,0,0,0,37,1,2557,1,How do you currently feel?,2,1,quick-witted,2,1,mentally slow,2
12820,16:06:00,2,3003,5.0.14.0,1,11,mood,VAS_mood8_VAS,0,0,0,0,30,1,2971,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
12820,16:06:00,2,3003,5.0.14.0,1,12,mood,VAS_mood6_VAS,0,0,0,0,60,1,3236,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
12820,16:06:00,2,3003,5.0.14.0,1,13,mood,VAS_mood12_VAS,0,0,0,0,33,1,3112,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
12820,16:06:00,2,3003,5.0.14.0,1,14,mood,VAS_mood4_VAS,0,0,0,0,34,1,3379,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
12820,16:06:00,2,3003,5.0.14.0,1,15,mood,VAS_mood3_VAS,0,0,0,0,27,1,2896,1,How do you currently feel?,1,1,strong,1,1,feeble,1
12820,16:06:00,2,3003,5.0.14.0,1,16,mood,VAS_mood10_VAS,0,0,0,0,15,1,2376,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
12820,16:22:26,3,1004,5.0.14.0,1,1,mood,VAS_mood13_VAS,0,0,0,0,4,1,8520,1,How do you currently feel?,5,1,happy,5,1,sad,5
12820,16:22:26,3,1004,5.0.14.0,1,2,mood,VAS_mood9_VAS,0,0,0,0,39,1,5300,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
12820,16:22:26,3,1004,5.0.14.0,1,3,mood,VAS_mood1_VAS,0,0,0,0,54,1,4152,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
12820,16:22:26,3,1004,5.0.14.0,1,4,mood,VAS_mood15_VAS,0,0,0,0,39,1,4672,1,How do you currently feel?,1,1,interested,1,1,bored,1
12820,16:22:26,3,1004,5.0.14.0,1,5,mood,VAS_mood14_VAS,0,0,0,0,38,1,3914,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
12820,16:22:26,3,1004,5.0.14.0,1,6,mood,VAS_mood6_VAS,0,0,0,0,38,1,3707,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
12820,16:22:26,3,1004,5.0.14.0,1,7,mood,VAS_mood11_VAS,0,0,0,0,44,1,4617,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
12820,16:22:26,3,1004,5.0.14.0,1,8,mood,VAS_mood7_VAS,0,0,0,0,39,1,4004,1,How do you currently feel?,1,1,contented,1,1,discontented,1
12820,16:22:26,3,1004,5.0.14.0,1,9,mood,VAS_mood2_VAS,0,0,0,0,38,1,3220,1,How do you currently feel?,1,1,calm,1,1,excited,1
12820,16:22:26,3,1004,5.0.14.0,1,10,mood,VAS_mood5_VAS,0,0,0,0,56,1,6932,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
12820,16:22:26,3,1004,5.0.14.0,1,11,mood,VAS_mood4_VAS,0,0,0,0,23,1,5549,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
12820,16:22:26,3,1004,5.0.14.0,1,12,mood,VAS_mood8_VAS,0,0,0,0,13,1,4161,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
12820,16:22:26,3,1004,5.0.14.0,1,13,mood,VAS_mood10_VAS,0,0,0,0,25,1,4384,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
12820,16:22:26,3,1004,5.0.14.0,1,14,mood,VAS_mood16_VAS,0,0,0,0,23,1,4827,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
12820,16:22:26,3,1004,5.0.14.0,1,15,mood,VAS_mood12_VAS,0,0,0,0,15,1,2978,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
12820,16:22:26,3,1004,5.0.14.0,1,16,mood,VAS_mood3_VAS,0,0,0,0,11,1,3411,1,How do you currently feel?,2,1,strong,2,1,feeble,2
12920,15:26:08,4,2005,5.0.14.0,1,1,mood,VAS_mood4_VAS,0,0,0,0,19,1,4272,1,How do you currently feel?,5,1,clear-headed,5,1,muzzy,5
12920,15:26:08,4,2005,5.0.14.0,1,2,mood,VAS_mood6_VAS,0,0,0,0,20,1,3083,1,How do you currently feel?,2,1,energetic,2,1,lethargic,2
12920,15:26:08,4,2005,5.0.14.0,1,3,mood,VAS_mood16_VAS,0,0,0,0,21,1,3206,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
12920,15:26:08,4,2005,5.0.14.0,1,4,mood,VAS_mood1_VAS,0,0,0,0,16,1,2779,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
12920,15:26:08,4,2005,5.0.14.0,1,5,mood,VAS_mood2_VAS,0,0,0,0,17,1,4983,1,How do you currently feel?,1,1,calm,1,1,excited,1
12920,15:26:08,4,2005,5.0.14.0,1,6,mood,VAS_mood3_VAS,0,0,0,0,37,1,2963,1,How do you currently feel?,1,1,strong,1,1,feeble,1
12920,15:26:08,4,2005,5.0.14.0,1,7,mood,VAS_mood10_VAS,0,0,0,0,29,1,2169,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
12920,15:26:08,4,2005,5.0.14.0,1,8,mood,VAS_mood14_VAS,0,0,0,0,19,1,5379,1,How do you currently feel?,2,1,amicable,2,1,antagonistic,2
12920,15:26:08,4,2005,5.0.14.0,1,9,mood,VAS_mood12_VAS,0,0,0,0,27,1,4403,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
12920,15:26:08,4,2005,5.0.14.0,1,10,mood,VAS_mood11_VAS,0,0,0,0,17,1,3276,1,How do you currently feel?,2,1,attentive,2,1,dreamy,2
12920,15:26:08,4,2005,5.0.14.0,1,11,mood,VAS_mood13_VAS,0,0,0,0,29,1,3412,1,How do you currently feel?,1,1,happy,1,1,sad,1
12920,15:26:08,4,2005,5.0.14.0,1,12,mood,VAS_mood8_VAS,0,0,0,0,25,1,2314,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
12920,15:26:08,4,2005,5.0.14.0,1,13,mood,VAS_mood15_VAS,0,0,0,0,24,1,4159,1,How do you currently feel?,1,1,interested,1,1,bored,1
12920,15:26:08,4,2005,5.0.14.0,1,14,mood,VAS_mood9_VAS,0,0,0,0,24,1,3402,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
12920,15:26:08,4,2005,5.0.14.0,1,15,mood,VAS_mood5_VAS,0,0,0,0,26,1,3149,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
12920,15:26:08,4,2005,5.0.14.0,1,16,mood,VAS_mood7_VAS,0,0,0,0,21,1,1734,1,How do you currently feel?,1,1,contented,1,1,discontented,1
12920,15:45:12,5,3006,5.0.14.0,1,1,mood,VAS_mood6_VAS,0,0,0,0,66,1,5819,1,How do you currently feel?,5,1,energetic,5,1,lethargic,5
12920,15:45:12,5,3006,5.0.14.0,1,2,mood,VAS_mood16_VAS,0,0,0,0,26,1,6832,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
12920,15:45:12,5,3006,5.0.14.0,1,3,mood,VAS_mood9_VAS,0,0,0,0,37,1,7167,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
12920,15:45:12,5,3006,5.0.14.0,1,4,mood,VAS_mood14_VAS,0,0,0,0,1,1,9796,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
12920,15:45:12,5,3006,5.0.14.0,1,5,mood,VAS_mood11_VAS,0,0,0,0,77,1,3422,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
12920,15:45:12,5,3006,5.0.14.0,1,6,mood,VAS_mood3_VAS,0,0,0,0,58,1,4677,1,How do you currently feel?,1,1,strong,1,1,feeble,1
12920,15:45:12,5,3006,5.0.14.0,1,7,mood,VAS_mood4_VAS,0,0,0,0,68,1,2918,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
12920,15:45:12,5,3006,5.0.14.0,1,8,mood,VAS_mood10_VAS,0,0,0,0,1,1,3139,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
12920,15:45:12,5,3006,5.0.14.0,1,9,mood,VAS_mood13_VAS,0,0,0,0,29,1,3380,1,How do you currently feel?,1,1,happy,1,1,sad,1
12920,15:45:12,5,3006,5.0.14.0,1,10,mood,VAS_mood5_VAS,0,0,0,0,60,1,3577,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
12920,15:45:12,5,3006,5.0.14.0,1,11,mood,VAS_mood15_VAS,0,0,0,0,56,1,25343,1,How do you currently feel?,1,1,interested,1,1,bored,1
12920,15:45:12,5,3006,5.0.14.0,1,12,mood,VAS_mood7_VAS,0,0,0,0,20,1,8363,1,How do you currently feel?,2,1,contented,2,1,discontented,2
12920,15:45:12,5,3006,5.0.14.0,1,13,mood,VAS_mood1_VAS,0,0,0,0,49,1,2968,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
12920,15:45:12,5,3006,5.0.14.0,1,14,mood,VAS_mood8_VAS,0,0,0,0,1,1,5223,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
12920,15:45:12,5,3006,5.0.14.0,1,15,mood,VAS_mood12_VAS,0,0,0,0,48,1,2270,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
12920,15:45:12,5,3006,5.0.14.0,1,16,mood,VAS_mood2_VAS,0,0,0,0,11,1,3335,1,How do you currently feel?,1,1,calm,1,1,excited,1
12920,16:00:55,6,1007,5.0.14.0,1,1,mood,VAS_mood16_VAS,0,0,0,0,9,1,7722,1,How do you currently feel?,5,1,gregarious,5,1,withdrawn,5
12920,16:00:55,6,1007,5.0.14.0,1,2,mood,VAS_mood7_VAS,0,0,0,0,11,1,9639,1,How do you currently feel?,1,1,contented,1,1,discontented,1
12920,16:00:55,6,1007,5.0.14.0,1,3,mood,VAS_mood3_VAS,0,0,0,0,13,1,6409,1,How do you currently feel?,1,1,strong,1,1,feeble,1
12920,16:00:55,6,1007,5.0.14.0,1,4,mood,VAS_mood9_VAS,0,0,0,0,52,1,6738,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
12920,16:00:55,6,1007,5.0.14.0,1,5,mood,VAS_mood14_VAS,0,0,0,0,32,1,21496,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
12920,16:00:55,6,1007,5.0.14.0,1,6,mood,VAS_mood8_VAS,0,0,0,0,30,1,5613,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
12920,16:00:55,6,1007,5.0.14.0,1,7,mood,VAS_mood1_VAS,0,0,0,0,59,1,6043,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
12920,16:00:55,6,1007,5.0.14.0,1,8,mood,VAS_mood11_VAS,0,0,0,0,52,1,6602,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
12920,16:00:55,6,1007,5.0.14.0,1,9,mood,VAS_mood12_VAS,0,0,0,0,39,1,7788,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
12920,16:00:55,6,1007,5.0.14.0,1,10,mood,VAS_mood2_VAS,0,0,0,0,7,1,6688,1,How do you currently feel?,1,1,calm,1,1,excited,1
12920,16:00:55,6,1007,5.0.14.0,1,11,mood,VAS_mood13_VAS,0,0,0,0,5,1,7030,1,How do you currently feel?,1,1,happy,1,1,sad,1
12920,16:00:55,6,1007,5.0.14.0,1,12,mood,VAS_mood5_VAS,0,0,0,0,49,1,7108,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
12920,16:00:55,6,1007,5.0.14.0,1,13,mood,VAS_mood6_VAS,0,0,0,0,52,1,4926,1,How do you currently feel?,2,1,energetic,2,1,lethargic,2
12920,16:00:55,6,1007,5.0.14.0,1,14,mood,VAS_mood15_VAS,0,0,0,0,42,1,6854,1,How do you currently feel?,1,1,interested,1,1,bored,1
12920,16:00:55,6,1007,5.0.14.0,1,15,mood,VAS_mood10_VAS,0,0,0,0,3,1,6751,1,How do you currently feel?,2,1,relaxed,2,1,tense,2
12920,16:00:55,6,1007,5.0.14.0,1,16,mood,VAS_mood4_VAS,0,0,0,0,50,1,7224,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
13120,15:33:10,1,1008,5.0.14.0,1,1,mood,VAS_mood15_VAS,0,0,0,0,73,1,6550,1,How do you currently feel?,5,1,interested,5,1,bored,5
13120,15:33:10,1,1008,5.0.14.0,1,2,mood,VAS_mood4_VAS,0,0,0,0,57,1,8218,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
13120,15:33:10,1,1008,5.0.14.0,1,3,mood,VAS_mood13_VAS,0,0,0,0,31,1,4150,1,How do you currently feel?,1,1,happy,1,1,sad,1
13120,15:33:10,1,1008,5.0.14.0,1,4,mood,VAS_mood2_VAS,0,0,0,0,35,1,4421,1,How do you currently feel?,1,1,calm,1,1,excited,1
13120,15:33:10,1,1008,5.0.14.0,1,5,mood,VAS_mood16_VAS,0,0,0,0,38,1,5099,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
13120,15:33:10,1,1008,5.0.14.0,1,6,mood,VAS_mood1_VAS,0,0,0,0,58,1,5118,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
13120,15:33:10,1,1008,5.0.14.0,1,7,mood,VAS_mood9_VAS,0,0,0,0,55,1,4659,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
13120,15:33:10,1,1008,5.0.14.0,1,8,mood,VAS_mood12_VAS,0,0,0,0,41,1,4972,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
13120,15:33:10,1,1008,5.0.14.0,1,9,mood,VAS_mood6_VAS,0,0,0,0,56,1,7519,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
13120,15:33:10,1,1008,5.0.14.0,1,10,mood,VAS_mood7_VAS,0,0,0,0,39,1,4282,1,How do you currently feel?,1,1,contented,1,1,discontented,1
13120,15:33:10,1,1008,5.0.14.0,1,11,mood,VAS_mood11_VAS,0,0,0,0,55,1,3707,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
13120,15:33:10,1,1008,5.0.14.0,1,12,mood,VAS_mood3_VAS,0,0,0,0,44,1,5693,1,How do you currently feel?,1,1,strong,1,1,feeble,1
13120,15:33:10,1,1008,5.0.14.0,1,13,mood,VAS_mood8_VAS,0,0,0,0,37,1,4529,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
13120,15:33:10,1,1008,5.0.14.0,1,14,mood,VAS_mood5_VAS,0,0,0,0,54,1,4423,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
13120,15:33:10,1,1008,5.0.14.0,1,15,mood,VAS_mood14_VAS,0,0,0,0,26,1,4378,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
13120,15:33:10,1,1008,5.0.14.0,1,16,mood,VAS_mood10_VAS,0,0,0,0,40,1,5194,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
13120,15:49:07,2,5009,5.0.14.0,1,1,mood,VAS_mood1_VAS,0,0,0,0,45,1,7265,1,How do you currently feel?,5,1,alert,5,1,drowsy,5
13120,15:49:07,2,5009,5.0.14.0,1,2,mood,VAS_mood4_VAS,0,0,0,0,46,1,4901,1,How do you currently feel?,2,1,clear-headed,2,1,muzzy,2
13120,15:49:07,2,5009,5.0.14.0,1,3,mood,VAS_mood2_VAS,0,0,0,0,57,1,7148,1,How do you currently feel?,2,1,calm,2,1,excited,2
13120,15:49:07,2,5009,5.0.14.0,1,4,mood,VAS_mood13_VAS,0,0,0,0,45,1,4886,1,How do you currently feel?,1,1,happy,1,1,sad,1
13120,15:49:07,2,5009,5.0.14.0,1,5,mood,VAS_mood6_VAS,0,0,0,0,57,1,5709,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
13120,15:49:07,2,5009,5.0.14.0,1,6,mood,VAS_mood16_VAS,0,0,0,0,46,1,6017,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
13120,15:49:07,2,5009,5.0.14.0,1,7,mood,VAS_mood10_VAS,0,0,0,0,46,1,4293,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
13120,15:49:07,2,5009,5.0.14.0,1,8,mood,VAS_mood3_VAS,0,0,0,0,58,1,5491,1,How do you currently feel?,1,1,strong,1,1,feeble,1
13120,15:49:07,2,5009,5.0.14.0,1,9,mood,VAS_mood9_VAS,0,0,0,0,56,1,4347,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
13120,15:49:07,2,5009,5.0.14.0,1,10,mood,VAS_mood11_VAS,0,0,0,0,42,1,26711,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
13120,15:49:07,2,5009,5.0.14.0,1,11,mood,VAS_mood14_VAS,0,0,0,0,46,1,4437,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
13120,15:49:07,2,5009,5.0.14.0,1,12,mood,VAS_mood12_VAS,0,0,0,0,53,1,3869,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
13120,15:49:07,2,5009,5.0.14.0,1,13,mood,VAS_mood7_VAS,0,0,0,0,47,1,2844,1,How do you currently feel?,1,1,contented,1,1,discontented,1
13120,15:49:07,2,5009,5.0.14.0,1,14,mood,VAS_mood8_VAS,0,0,0,0,48,1,3202,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
13120,15:49:07,2,5009,5.0.14.0,1,15,mood,VAS_mood15_VAS,0,0,0,0,56,1,3745,1,How do you currently feel?,1,1,interested,1,1,bored,1
13120,15:49:07,2,5009,5.0.14.0,1,16,mood,VAS_mood5_VAS,0,0,0,0,42,1,8242,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
13120,15:51:34,3,5010,5.0.14.0,1,1,mood,VAS_mood2_VAS,0,0,0,0,38,1,11088,1,How do you currently feel?,5,1,calm,5,1,excited,5
13120,15:51:34,3,5010,5.0.14.0,1,2,mood,VAS_mood11_VAS,0,0,0,0,21,1,4495,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
13120,15:51:34,3,5010,5.0.14.0,1,3,mood,VAS_mood1_VAS,0,0,0,0,35,1,8726,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
13120,15:51:34,3,5010,5.0.14.0,1,4,mood,VAS_mood6_VAS,0,0,0,0,67,1,10172,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
13120,15:51:34,3,5010,5.0.14.0,1,5,mood,VAS_mood4_VAS,0,0,0,0,31,1,9006,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
13120,15:51:34,3,5010,5.0.14.0,1,6,mood,VAS_mood15_VAS,0,0,0,0,57,1,5088,1,How do you currently feel?,1,1,interested,1,1,bored,1
13120,15:51:34,3,5010,5.0.14.0,1,7,mood,VAS_mood9_VAS,0,0,0,0,33,1,8325,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
13120,15:51:34,3,5010,5.0.14.0,1,8,mood,VAS_mood14_VAS,0,0,0,0,45,1,3684,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
13120,15:51:34,3,5010,5.0.14.0,1,9,mood,VAS_mood5_VAS,0,0,0,0,30,1,7722,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
13120,15:51:34,3,5010,5.0.14.0,1,10,mood,VAS_mood3_VAS,0,0,0,0,60,1,5321,1,How do you currently feel?,1,1,strong,1,1,feeble,1
13120,15:51:34,3,5010,5.0.14.0,1,11,mood,VAS_mood8_VAS,0,0,0,0,56,1,4129,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
13120,15:51:34,3,5010,5.0.14.0,1,12,mood,VAS_mood10_VAS,0,0,0,0,56,1,3705,1,How do you currently feel?,2,1,relaxed,2,1,tense,2
13120,15:51:34,3,5010,5.0.14.0,1,13,mood,VAS_mood12_VAS,0,0,0,0,43,1,6254,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
13120,15:51:34,3,5010,5.0.14.0,1,14,mood,VAS_mood13_VAS,0,0,0,0,47,1,7873,1,How do you currently feel?,2,1,happy,2,1,sad,2
13120,15:51:34,3,5010,5.0.14.0,1,15,mood,VAS_mood16_VAS,0,0,0,0,54,1,4288,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
13120,15:51:34,3,5010,5.0.14.0,1,16,mood,VAS_mood7_VAS,0,0,0,0,55,1,3906,1,How do you currently feel?,1,1,contented,1,1,discontented,1
