date,time,group,subject,build,blocknum,trialnum,blockcode,trialcode,pretrialpause,posttrialpause,trialduration,trialtimeout,response,correct,latency,stimulusnumber1,stimulusitem1,stimulusonset1,stimulusnumber2,stimulusitem2,stimulusonset2,stimulusnumber3,stimulusitem3,stimulusonset3
12820,15:16:19,3,5002,5.0.14.0,1,1,mood,VAS_mood2_VAS,0,0,0,0,32,1,11969,1,How do you currently feel?,5,1,calm,5,1,excited,5
12820,15:16:19,3,5002,5.0.14.0,1,2,mood,VAS_mood10_VAS,0,0,0,0,20,1,4330,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
12820,15:16:19,3,5002,5.0.14.0,1,3,mood,VAS_mood4_VAS,0,0,0,0,58,1,4015,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
12820,15:16:19,3,5002,5.0.14.0,1,4,mood,VAS_mood1_VAS,0,0,0,0,58,1,4282,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
12820,15:16:19,3,5002,5.0.14.0,1,5,mood,VAS_mood16_VAS,0,0,0,0,61,1,5311,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
12820,15:16:19,3,5002,5.0.14.0,1,6,mood,VAS_mood15_VAS,0,0,0,0,61,1,4627,1,How do you currently feel?,1,1,interested,1,1,bored,1
12820,15:16:19,3,5002,5.0.14.0,1,7,mood,VAS_mood6_VAS,0,0,0,0,59,1,3079,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
12820,15:16:19,3,5002,5.0.14.0,1,8,mood,VAS_mood12_VAS,0,0,0,0,38,1,3392,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
12820,15:16:19,3,5002,5.0.14.0,1,9,mood,VAS_mood13_VAS,0,0,0,0,30,1,3883,1,How do you currently feel?,1,1,happy,1,1,sad,1
12820,15:16:19,3,5002,5.0.14.0,1,10,mood,VAS_mood11_VAS,0,0,0,0,43,1,3576,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
12820,15:16:19,3,5002,5.0.14.0,1,11,mood,VAS_mood9_VAS,0,0,0,0,56,1,3466,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
12820,15:16:19,3,5002,5.0.14.0,1,12,mood,VAS_mood5_VAS,0,0,0,0,42,1,5010,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
12820,15:16:19,3,5002,5.0.14.0,1,13,mood,VAS_mood7_VAS,0,0,0,0,41,1,3809,1,How do you currently feel?,1,1,contented,1,1,discontented,1
12820,15:16:19,3,5002,5.0.14.0,1,14,mood,VAS_mood14_VAS,0,0,0,0,27,1,3700,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
12820,15:16:19,3,5002,5.0.14.0,1,15,mood,VAS_mood3_VAS,0,0,0,0,25,1,3060,1,How do you currently feel?,1,1,strong,1,1,feeble,1
12820,15:16:19,3,5002,5.0.14.0,1,16,mood,VAS_mood8_VAS,0,0,0,0,30,1,3161,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
12820,15:36:53,4,3003,5.0.14.0,1,1,mood,VAS_mood4_VAS,0,0,0,0,36,1,6258,1,How do you currently feel?,5,1,clear-headed,5,1,muzzy,5
12820,15:36:53,4,3003,5.0.14.0,1,2,mood,VAS_mood7_VAS,0,0,0,0,25,1,3336,1,How do you currently feel?,1,1,contented,1,1,discontented,1
12820,15:36:53,4,3003,5.0.14.0,1,3,mood,VAS_mood9_VAS,0,0,0,0,32,1,3798,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
12820,15:36:53,4,3003,5.0.14.0,1,4,mood,VAS_mood3_VAS,0,0,0,0,20,1,3271,1,How do you currently feel?,1,1,strong,1,1,feeble,1
12820,15:36:53,4,3003,5.0.14.0,1,5,mood,VAS_mood11_VAS,0,0,0,0,61,1,5291,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
12820,15:36:53,4,3003,5.0.14.0,1,6,mood,VAS_mood16_VAS,0,0,0,0,18,1,3517,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
12820,15:36:53,4,3003,5.0.14.0,1,7,mood,VAS_mood5_VAS,0,0,0,0,32,1,5069,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
12820,15:36:53,4,3003,5.0.14.0,1,8,mood,VAS_mood12_VAS,0,0,0,0,32,1,6191,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
12820,15:36:53,4,3003,5.0.14.0,1,9,mood,VAS_mood6_VAS,0,0,0,0,68,1,6846,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
12820,15:36:53,4,3003,5.0.14.0,1,10,mood,VAS_mood10_VAS,0,0,0,0,32,1,5143,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
12820,15:36:53,4,3003,5.0.14.0,1,11,mood,VAS_mood14_VAS,0,0,0,0,22,1,3340,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
12820,15:36:53,4,3003,5.0.14.0,1,12,mood,VAS_mood2_VAS,0,0,0,0,33,1,3199,1,How do you currently feel?,1,1,calm,1,1,excited,1
12820,15:36:53,4,3003,5.0.14.0,1,13,mood,VAS_mood13_VAS,0,0,0,0,18,1,3672,1,How do you currently feel?,1,1,happy,1,1,sad,1
12820,15:36:53,4,3003,5.0.14.0,1,14,mood,VAS_mood15_VAS,0,0,0,0,72,1,4125,1,How do you currently feel?,1,1,interested,1,1,bored,1
12820,15:36:53,4,3003,5.0.14.0,1,15,mood,VAS_mood8_VAS,0,0,0,0,20,1,3335,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
12820,15:36:53,4,3003,5.0.14.0,1,16,mood,VAS_mood1_VAS,0,0,0,0,70,1,3962,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
12820,16:00:31,5,1004,5.0.14.0,1,1,mood,VAS_mood16_VAS,0,0,0,0,24,1,6430,1,How do you currently feel?,5,1,gregarious,5,1,withdrawn,5
12820,16:00:31,5,1004,5.0.14.0,1,2,mood,VAS_mood11_VAS,0,0,0,0,23,1,8839,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
12820,16:00:31,5,1004,5.0.14.0,1,3,mood,VAS_mood4_VAS,0,0,0,0,44,1,5806,1,How do you currently feel?,2,1,clear-headed,2,1,muzzy,2
12820,16:00:31,5,1004,5.0.14.0,1,4,mood,VAS_mood6_VAS,0,0,0,0,41,1,15070,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
12820,16:00:31,5,1004,5.0.14.0,1,5,mood,VAS_mood7_VAS,0,0,0,0,11,1,7502,1,How do you currently feel?,1,1,contented,1,1,discontented,1
12820,16:00:31,5,1004,5.0.14.0,1,6,mood,VAS_mood12_VAS,0,0,0,0,15,1,5283,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
12820,16:00:31,5,1004,5.0.14.0,1,7,mood,VAS_mood10_VAS,0,0,0,0,5,1,10011,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
12820,16:00:31,5,1004,5.0.14.0,1,8,mood,VAS_mood5_VAS,0,0,0,0,13,1,11622,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
12820,16:00:31,5,1004,5.0.14.0,1,9,mood,VAS_mood14_VAS,0,0,0,0,16,1,8741,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
12820,16:00:31,5,1004,5.0.14.0,1,10,mood,VAS_mood9_VAS,0,0,0,0,19,1,6400,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
12820,16:00:31,5,1004,5.0.14.0,1,11,mood,VAS_mood15_VAS,0,0,0,0,35,1,6115,1,How do you currently feel?,1,1,interested,1,1,bored,1
12820,16:00:31,5,1004,5.0.14.0,1,12,mood,VAS_mood13_VAS,0,0,0,0,2,1,5740,1,How do you currently feel?,1,1,happy,1,1,sad,1
12820,16:00:31,5,1004,5.0.14.0,1,13,mood,VAS_mood1_VAS,0,0,0,0,61,1,6819,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
12820,16:00:31,5,1004,5.0.14.0,1,14,mood,VAS_mood8_VAS,0,0,0,0,11,1,4530,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
12820,16:00:31,5,1004,5.0.14.0,1,15,mood,VAS_mood2_VAS,0,0,0,0,7,1,4308,1,How do you currently feel?,1,1,calm,1,1,excited,1
12820,16:00:31,5,1004,5.0.14.0,1,16,mood,VAS_mood3_VAS,0,0,0,0,14,1,4156,1,How do you currently feel?,1,1,strong,1,1,feeble,1
12920,14:58:37,6,2005,5.0.14.0,1,1,mood,VAS_mood14_VAS,0,0,0,0,20,1,8333,1,How do you currently feel?,5,1,amicable,5,1,antagonistic,5
12920,14:58:37,6,2005,5.0.14.0,1,2,mood,VAS_mood5_VAS,0,0,0,0,23,1,4526,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
12920,14:58:37,6,2005,5.0.14.0,1,3,mood,VAS_mood13_VAS,0,0,0,0,27,1,5933,1,How do you currently feel?,1,1,happy,1,1,sad,1
12920,14:58:37,6,2005,5.0.14.0,1,4,mood,VAS_mood3_VAS,0,0,0,0,41,1,4790,1,How do you currently feel?,1,1,strong,1,1,feeble,1
12920,14:58:37,6,2005,5.0.14.0,1,5,mood,VAS_mood7_VAS,0,0,0,0,36,1,3031,1,How do you currently feel?,1,1,contented,1,1,discontented,1
12920,14:58:37,6,2005,5.0.14.0,1,6,mood,VAS_mood1_VAS,0,0,0,0,24,1,3451,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
12920,14:58:37,6,2005,5.0.14.0,1,7,mood,VAS_mood10_VAS,0,0,0,0,43,1,3722,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
12920,14:58:37,6,2005,5.0.14.0,1,8,mood,VAS_mood8_VAS,0,0,0,0,40,1,3165,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
12920,14:58:37,6,2005,5.0.14.0,1,9,mood,VAS_mood12_VAS,0,0,0,0,16,1,3811,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
12920,14:58:37,6,2005,5.0.14.0,1,10,mood,VAS_mood15_VAS,0,0,0,0,30,1,3134,1,How do you currently feel?,1,1,interested,1,1,bored,1
12920,14:58:37,6,2005,5.0.14.0,1,11,mood,VAS_mood11_VAS,0,0,0,0,14,1,5282,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
12920,14:58:37,6,2005,5.0.14.0,1,12,mood,VAS_mood6_VAS,0,0,0,0,31,1,5526,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
12920,14:58:37,6,2005,5.0.14.0,1,13,mood,VAS_mood16_VAS,0,0,0,0,29,1,7073,1,How do you currently feel?,2,1,gregarious,2,1,withdrawn,2
12920,14:58:37,6,2005,5.0.14.0,1,14,mood,VAS_mood4_VAS,0,0,0,0,14,1,6220,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
12920,14:58:37,6,2005,5.0.14.0,1,15,mood,VAS_mood9_VAS,0,0,0,0,28,1,6329,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
12920,14:58:37,6,2005,5.0.14.0,1,16,mood,VAS_mood2_VAS,0,0,0,0,30,1,3084,1,How do you currently feel?,1,1,calm,1,1,excited,1
12920,15:13:19,1,3006,5.0.14.0,1,1,mood,VAS_mood8_VAS,0,0,0,0,1,1,7789,1,How do you currently feel?,5,1,tranquil,5,1,troubled,5
12920,15:13:19,1,3006,5.0.14.0,1,2,mood,VAS_mood6_VAS,0,0,0,0,54,1,5110,1,How do you currently feel?,2,1,energetic,2,1,lethargic,2
12920,15:13:19,1,3006,5.0.14.0,1,3,mood,VAS_mood14_VAS,0,0,0,0,1,1,3365,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
12920,15:13:19,1,3006,5.0.14.0,1,4,mood,VAS_mood3_VAS,0,0,0,0,48,1,3041,1,How do you currently feel?,2,1,strong,2,1,feeble,2
12920,15:13:19,1,3006,5.0.14.0,1,5,mood,VAS_mood4_VAS,0,0,0,0,28,1,3530,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
12920,15:13:19,1,3006,5.0.14.0,1,6,mood,VAS_mood7_VAS,0,0,0,0,1,1,7791,1,How do you currently feel?,2,1,contented,2,1,discontented,2
12920,15:13:19,1,3006,5.0.14.0,1,7,mood,VAS_mood10_VAS,0,0,0,0,6,1,4322,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
12920,15:13:19,1,3006,5.0.14.0,1,8,mood,VAS_mood11_VAS,0,0,0,0,74,1,8461,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
12920,15:13:19,1,3006,5.0.14.0,1,9,mood,VAS_mood15_VAS,0,0,0,0,80,1,3302,1,How do you currently feel?,1,1,interested,1,1,bored,1
12920,15:13:19,1,3006,5.0.14.0,1,10,mood,VAS_mood1_VAS,0,0,0,0,54,1,3125,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
12920,15:13:19,1,3006,5.0.14.0,1,11,mood,VAS_mood9_VAS,0,0,0,0,35,1,4295,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
12920,15:13:19,1,3006,5.0.14.0,1,12,mood,VAS_mood12_VAS,0,0,0,0,31,1,2749,1,How do you currently feel?,2,1,proficient,2,1,incompetent,2
12920,15:13:19,1,3006,5.0.14.0,1,13,mood,VAS_mood16_VAS,0,0,0,0,32,1,5000,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
12920,15:13:19,1,3006,5.0.14.0,1,14,mood,VAS_mood2_VAS,0,0,0,0,14,1,3450,1,How do you currently feel?,1,1,calm,1,1,excited,1
12920,15:13:19,1,3006,5.0.14.0,1,15,mood,VAS_mood13_VAS,0,0,0,0,34,1,3911,1,How do you currently feel?,1,1,happy,1,1,sad,1
12920,15:13:19,1,3006,5.0.14.0,1,16,mood,VAS_mood5_VAS,0,0,0,0,49,1,83726,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
12920,15:36:05,2,1007,5.0.14.0,1,1,mood,VAS_mood16_VAS,0,0,0,0,21,1,42752,1,How do you currently feel?,4,1,gregarious,4,1,withdrawn,4
12920,15:36:05,2,1007,5.0.14.0,1,2,mood,VAS_mood14_VAS,0,0,0,0,15,1,12659,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
12920,15:36:05,2,1007,5.0.14.0,1,3,mood,VAS_mood8_VAS,0,0,0,0,11,1,14232,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
12920,15:36:05,2,1007,5.0.14.0,1,4,mood,VAS_mood7_VAS,0,0,0,0,18,1,7926,1,How do you currently feel?,1,1,contented,1,1,discontented,1
12920,15:36:05,2,1007,5.0.14.0,1,5,mood,VAS_mood2_VAS,0,0,0,0,12,1,8186,1,How do you currently feel?,1,1,calm,1,1,excited,1
12920,15:36:05,2,1007,5.0.14.0,1,6,mood,VAS_mood12_VAS,0,0,0,0,6,1,8041,1,How do you currently feel?,2,1,proficient,2,1,incompetent,2
12920,15:36:05,2,1007,5.0.14.0,1,7,mood,VAS_mood3_VAS,0,0,0,0,6,1,8344,1,How do you currently feel?,1,1,strong,1,1,feeble,1
12920,15:36:05,2,1007,5.0.14.0,1,8,mood,VAS_mood5_VAS,0,0,0,0,54,1,20054,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
12920,15:36:05,2,1007,5.0.14.0,1,9,mood,VAS_mood15_VAS,0,0,0,0,20,1,7288,1,How do you currently feel?,1,1,interested,1,1,bored,1
12920,15:36:05,2,1007,5.0.14.0,1,10,mood,VAS_mood1_VAS,0,0,0,0,24,1,6009,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
12920,15:36:05,2,1007,5.0.14.0,1,11,mood,VAS_mood11_VAS,0,0,0,0,58,1,10282,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
12920,15:36:05,2,1007,5.0.14.0,1,12,mood,VAS_mood9_VAS,0,0,0,0,54,1,5935,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
12920,15:36:05,2,1007,5.0.14.0,1,13,mood,VAS_mood4_VAS,0,0,0,0,53,1,6592,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
12920,15:36:05,2,1007,5.0.14.0,1,14,mood,VAS_mood10_VAS,0,0,0,0,11,1,7767,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
12920,15:36:05,2,1007,5.0.14.0,1,15,mood,VAS_mood13_VAS,0,0,0,0,10,1,6010,1,How do you currently feel?,1,1,happy,1,1,sad,1
12920,15:36:05,2,1007,5.0.14.0,1,16,mood,VAS_mood6_VAS,0,0,0,0,48,1,6287,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
13120,15:05:03,3,1008,5.0.14.0,1,1,mood,VAS_mood8_VAS,0,0,0,0,35,1,7675,1,How do you currently feel?,5,1,tranquil,5,1,troubled,5
13120,15:05:03,3,1008,5.0.14.0,1,2,mood,VAS_mood4_VAS,0,0,0,0,58,1,5807,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
13120,15:05:03,3,1008,5.0.14.0,1,3,mood,VAS_mood1_VAS,0,0,0,0,69,1,9713,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
13120,15:05:03,3,1008,5.0.14.0,1,4,mood,VAS_mood7_VAS,0,0,0,0,23,1,9795,1,How do you currently feel?,1,1,contented,1,1,discontented,1
13120,15:05:03,3,1008,5.0.14.0,1,5,mood,VAS_mood2_VAS,0,0,0,0,58,1,6798,1,How do you currently feel?,1,1,calm,1,1,excited,1
13120,15:05:03,3,1008,5.0.14.0,1,6,mood,VAS_mood3_VAS,0,0,0,0,32,1,8050,1,How do you currently feel?,1,1,strong,1,1,feeble,1
13120,15:05:03,3,1008,5.0.14.0,1,7,mood,VAS_mood14_VAS,0,0,0,0,24,1,6259,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
13120,15:05:03,3,1008,5.0.14.0,1,8,mood,VAS_mood6_VAS,0,0,0,0,62,1,4878,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
13120,15:05:03,3,1008,5.0.14.0,1,9,mood,VAS_mood12_VAS,0,0,0,0,53,1,4036,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
13120,15:05:03,3,1008,5.0.14.0,1,10,mood,VAS_mood13_VAS,0,0,0,0,21,1,5936,1,How do you currently feel?,1,1,happy,1,1,sad,1
13120,15:05:03,3,1008,5.0.14.0,1,11,mood,VAS_mood5_VAS,0,0,0,0,58,1,4537,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
13120,15:05:03,3,1008,5.0.14.0,1,12,mood,VAS_mood16_VAS,0,0,0,0,23,1,5040,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
13120,15:05:03,3,1008,5.0.14.0,1,13,mood,VAS_mood9_VAS,0,0,0,0,64,1,5239,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
13120,15:05:03,3,1008,5.0.14.0,1,14,mood,VAS_mood11_VAS,0,0,0,0,60,1,5375,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
13120,15:05:03,3,1008,5.0.14.0,1,15,mood,VAS_mood10_VAS,0,0,0,0,37,1,4369,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
13120,15:05:03,3,1008,5.0.14.0,1,16,mood,VAS_mood15_VAS,0,0,0,0,42,1,4426,1,How do you currently feel?,1,1,interested,1,1,bored,1
13120,15:14:42,4,5009,5.0.14.0,1,1,mood,VAS_mood8_VAS,0,0,0,0,35,1,12410,1,How do you currently feel?,5,1,tranquil,5,1,troubled,5
13120,15:14:42,4,5009,5.0.14.0,1,2,mood,VAS_mood3_VAS,0,0,0,0,58,1,7198,1,How do you currently feel?,1,1,strong,1,1,feeble,1
13120,15:14:42,4,5009,5.0.14.0,1,3,mood,VAS_mood6_VAS,0,0,0,0,57,1,5575,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
13120,15:14:42,4,5009,5.0.14.0,1,4,mood,VAS_mood14_VAS,0,0,0,0,41,1,5229,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
13120,15:14:42,4,5009,5.0.14.0,1,5,mood,VAS_mood13_VAS,0,0,0,0,39,1,3296,1,How do you currently feel?,1,1,happy,1,1,sad,1
13120,15:14:42,4,5009,5.0.14.0,1,6,mood,VAS_mood5_VAS,0,0,0,0,53,1,5392,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
13120,15:14:42,4,5009,5.0.14.0,1,7,mood,VAS_mood15_VAS,0,0,0,0,41,1,6148,1,How do you currently feel?,1,1,interested,1,1,bored,1
13120,15:14:42,4,5009,5.0.14.0,1,8,mood,VAS_mood4_VAS,0,0,0,0,57,1,3781,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
13120,15:14:42,4,5009,5.0.14.0,1,9,mood,VAS_mood2_VAS,0,0,0,0,37,1,4354,1,How do you currently feel?,1,1,calm,1,1,excited,1
13120,15:14:42,4,5009,5.0.14.0,1,10,mood,VAS_mood11_VAS,0,0,0,0,60,1,4928,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
13120,15:14:42,4,5009,5.0.14.0,1,11,mood,VAS_mood9_VAS,0,0,0,0,56,1,5378,1,How do you currently feel?,1,1,quick-witted,1,1,mentally slow,1
13120,15:14:42,4,5009,5.0.14.0,1,12,mood,VAS_mood7_VAS,0,0,0,0,42,1,3504,1,How do you currently feel?,1,1,contented,1,1,discontented,1
13120,15:14:42,4,5009,5.0.14.0,1,13,mood,VAS_mood10_VAS,0,0,0,0,40,1,3826,1,How do you currently feel?,2,1,relaxed,2,1,tense,2
13120,15:14:42,4,5009,5.0.14.0,1,14,mood,VAS_mood1_VAS,0,0,0,0,56,1,5296,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
13120,15:14:42,4,5009,5.0.14.0,1,15,mood,VAS_mood16_VAS,0,0,0,0,44,1,3447,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
13120,15:14:42,4,5009,5.0.14.0,1,16,mood,VAS_mood12_VAS,0,0,0,0,44,1,3858,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
13120,15:36:51,5,5010,5.0.14.0,1,1,mood,VAS_mood9_VAS,0,0,0,0,33,1,10253,1,How do you currently feel?,5,1,quick-witted,5,1,mentally slow,5
13120,15:36:51,5,5010,5.0.14.0,1,2,mood,VAS_mood16_VAS,0,0,0,0,48,1,10279,1,How do you currently feel?,1,1,gregarious,1,1,withdrawn,1
13120,15:36:51,5,5010,5.0.14.0,1,3,mood,VAS_mood13_VAS,0,0,0,0,53,1,8301,1,How do you currently feel?,1,1,happy,1,1,sad,1
13120,15:36:51,5,5010,5.0.14.0,1,4,mood,VAS_mood2_VAS,0,0,0,0,23,1,6489,1,How do you currently feel?,1,1,calm,1,1,excited,1
13120,15:36:51,5,5010,5.0.14.0,1,5,mood,VAS_mood7_VAS,0,0,0,0,54,1,6220,1,How do you currently feel?,1,1,contented,1,1,discontented,1
13120,15:36:51,5,5010,5.0.14.0,1,6,mood,VAS_mood8_VAS,0,0,0,0,54,1,6505,1,How do you currently feel?,1,1,tranquil,1,1,troubled,1
13120,15:36:51,5,5010,5.0.14.0,1,7,mood,VAS_mood3_VAS,0,0,0,0,71,1,6340,1,How do you currently feel?,1,1,strong,1,1,feeble,1
13120,15:36:51,5,5010,5.0.14.0,1,8,mood,VAS_mood12_VAS,0,0,0,0,47,1,5609,1,How do you currently feel?,1,1,proficient,1,1,incompetent,1
13120,15:36:51,5,5010,5.0.14.0,1,9,mood,VAS_mood5_VAS,0,0,0,0,34,1,5673,1,How do you currently feel?,1,1,well-coordinated,1,1,clumsy,1
13120,15:36:51,5,5010,5.0.14.0,1,10,mood,VAS_mood11_VAS,0,0,0,0,46,1,4847,1,How do you currently feel?,1,1,attentive,1,1,dreamy,1
13120,15:36:51,5,5010,5.0.14.0,1,11,mood,VAS_mood1_VAS,0,0,0,0,42,1,6356,1,How do you currently feel?,1,1,alert,1,1,drowsy,1
13120,15:36:51,5,5010,5.0.14.0,1,12,mood,VAS_mood15_VAS,0,0,0,0,100,1,9680,1,How do you currently feel?,1,1,interested,1,1,bored,1
13120,15:36:51,5,5010,5.0.14.0,1,13,mood,VAS_mood14_VAS,0,0,0,0,50,1,8694,1,How do you currently feel?,1,1,amicable,1,1,antagonistic,1
13120,15:36:51,5,5010,5.0.14.0,1,14,mood,VAS_mood6_VAS,0,0,0,0,60,1,4142,1,How do you currently feel?,1,1,energetic,1,1,lethargic,1
13120,15:36:51,5,5010,5.0.14.0,1,15,mood,VAS_mood10_VAS,0,0,0,0,52,1,4247,1,How do you currently feel?,1,1,relaxed,1,1,tense,1
13120,15:36:51,5,5010,5.0.14.0,1,16,mood,VAS_mood4_VAS,0,0,0,0,44,1,4370,1,How do you currently feel?,1,1,clear-headed,1,1,muzzy,1
