date,time,group,subject,build,blocknum,trialnum,blockcode,trialcode,pretrialpause,posttrialpause,trialduration,trialtimeout,response,correct,latency,stimulusnumber1,stimulusitem1,stimulusonset1,stimulusnumber2,stimulusitem2,stimulusonset2,stimulusnumber3,stimulusitem3,stimulusonset3
13120,14:22:58,4,1008,5.0.14.0,1,1,consumption,VAS_bitter_VAS,0,0,0,0,18,1,5681,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
13120,14:22:58,4,1008,5.0.14.0,1,2,consumption,VAS_refreshment_VAS,0,0,0,0,86,1,4459,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
13120,14:22:58,4,1008,5.0.14.0,1,3,consumption,VAS_liking_VAS,0,0,0,0,75,1,6415,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
13120,14:22:58,4,1008,5.0.14.0,1,4,consumption,VAS_body_VAS,0,0,0,0,59,1,10412,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
13120,14:38:44,5,5009,5.0.14.0,1,1,consumption,VAS_liking_VAS,0,0,0,0,57,1,22008,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
13120,14:38:44,5,5009,5.0.14.0,1,2,consumption,VAS_refreshment_VAS,0,0,0,0,59,1,4814,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
13120,14:38:44,5,5009,5.0.14.0,1,3,consumption,VAS_body_VAS,0,0,0,0,32,1,6645,1,How FULL-BODIED is the beer?,1,1,not at all,1,1,extremely,1
13120,14:38:44,5,5009,5.0.14.0,1,4,consumption,VAS_bitter_VAS,0,0,0,0,40,1,4988,1,How BITTER is the beer?,1,1,not at all,1,1,extremely,1
13120,15:02:03,6,5010,5.0.14.0,1,1,consumption,VAS_liking_VAS,0,0,0,0,70,1,4758,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
13120,15:02:03,6,5010,5.0.14.0,1,2,consumption,VAS_refreshment_VAS,0,0,0,0,64,1,3261,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
13120,15:02:03,6,5010,5.0.14.0,1,3,consumption,VAS_body_VAS,0,0,0,0,31,1,4865,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
13120,15:02:03,6,5010,5.0.14.0,1,4,consumption,VAS_bitter_VAS,0,0,0,0,1,1,4046,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
20420,14:23:28,1,1011,5.0.14.0,1,1,consumption,VAS_liking_VAS,0,0,0,0,76,1,10130,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
20420,14:23:28,1,1011,5.0.14.0,1,2,consumption,VAS_body_VAS,0,0,0,0,24,1,9230,1,How FULL-BODIED is the beer?,1,1,not at all,1,1,extremely,1
20420,14:23:28,1,1011,5.0.14.0,1,3,consumption,VAS_refreshment_VAS,0,0,0,0,74,1,3246,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
20420,14:23:28,1,1011,5.0.14.0,1,4,consumption,VAS_bitter_VAS,0,0,0,0,52,1,11588,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
20420,14:45:16,2,2012,5.0.14.0,1,1,consumption,VAS_refreshment_VAS,0,0,0,0,79,1,7043,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
20420,14:45:16,2,2012,5.0.14.0,1,2,consumption,VAS_body_VAS,0,0,0,0,1,1,2469,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
20420,14:45:16,2,2012,5.0.14.0,1,3,consumption,VAS_liking_VAS,0,0,0,0,58,1,4900,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
20420,14:45:16,2,2012,5.0.14.0,1,4,consumption,VAS_bitter_VAS,0,0,0,0,39,1,8024,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
20420,14:54:20,3,2013,5.0.14.0,1,1,consumption,VAS_bitter_VAS,0,0,0,0,1,1,24316,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
20420,14:54:20,3,2013,5.0.14.0,1,2,consumption,VAS_refreshment_VAS,0,0,0,0,100,1,3116,1,How refreshing is the beer?,1,1,not at all,1,1,extremely,1
20420,14:54:20,3,2013,5.0.14.0,1,3,consumption,VAS_body_VAS,0,0,0,0,6,1,13871,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
20420,14:54:20,3,2013,5.0.14.0,1,4,consumption,VAS_liking_VAS,0,0,0,0,82,1,3415,1,How much do you like the beer?,1,1,not at all,1,1,extremely,1
20420,15:23:04,4,2014,5.0.14.0,1,1,consumption,VAS_body_VAS,0,0,0,0,62,1,19016,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
20420,15:23:04,4,2014,5.0.14.0,1,2,consumption,VAS_refreshment_VAS,0,0,0,0,74,1,7849,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
20420,15:23:04,4,2014,5.0.14.0,1,3,consumption,VAS_bitter_VAS,0,0,0,0,62,1,3028,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
20420,15:23:04,4,2014,5.0.14.0,1,4,consumption,VAS_liking_VAS,0,0,0,0,73,1,8096,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
20520,14:14:34,5,6015,5.0.14.0,1,1,consumption,VAS_liking_VAS,0,0,0,0,63,1,23775,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
20520,14:14:34,5,6015,5.0.14.0,1,2,consumption,VAS_bitter_VAS,0,0,0,0,25,1,12780,1,How BITTER is the beer?,1,1,not at all,1,1,extremely,1
20520,14:14:34,5,6015,5.0.14.0,1,3,consumption,VAS_refreshment_VAS,0,0,0,0,72,1,9192,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
20520,14:14:34,5,6015,5.0.14.0,1,4,consumption,VAS_body_VAS,0,0,0,0,1,1,9538,1,How FULL-BODIED is the beer?,1,1,not at all,1,1,extremely,1
20520,14:46:09,6,6016,5.0.14.0,1,1,consumption,VAS_liking_VAS,0,0,0,0,80,1,6076,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
20520,14:46:09,6,6016,5.0.14.0,1,2,consumption,VAS_body_VAS,0,0,0,0,67,1,5859,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
20520,14:46:09,6,6016,5.0.14.0,1,3,consumption,VAS_bitter_VAS,0,0,0,0,40,1,4304,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
20520,14:46:09,6,6016,5.0.14.0,1,4,consumption,VAS_refreshment_VAS,0,0,0,0,79,1,4365,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
20720,14:21:51,2,5017,5.0.14.0,1,1,consumption,VAS_refreshment_VAS,0,0,0,0,80,1,4707,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
20720,14:21:51,2,5017,5.0.14.0,1,2,consumption,VAS_bitter_VAS,0,0,0,0,34,1,11438,1,How BITTER is the beer?,1,1,not at all,1,1,extremely,1
20720,14:21:51,2,5017,5.0.14.0,1,3,consumption,VAS_body_VAS,0,0,0,0,37,1,6335,1,How FULL-BODIED is the beer?,1,1,not at all,1,1,extremely,1
20720,14:21:51,2,5017,5.0.14.0,1,4,consumption,VAS_liking_VAS,0,0,0,0,79,1,3778,1,How much do you like the beer?,1,1,not at all,1,1,extremely,1
20720,14:41:24,3,3018,5.0.14.0,1,1,consumption,VAS_refreshment_VAS,0,0,0,0,66,1,11974,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
20720,14:41:24,3,3018,5.0.14.0,1,2,consumption,VAS_liking_VAS,0,0,0,0,54,1,4253,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
20720,14:41:24,3,3018,5.0.14.0,1,3,consumption,VAS_body_VAS,0,0,0,0,59,1,3708,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
20720,14:41:24,3,3018,5.0.14.0,1,4,consumption,VAS_bitter_VAS,0,0,0,0,66,1,5848,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
20720,14:59:18,4,5019,5.0.14.0,1,1,consumption,VAS_liking_VAS,0,0,0,0,90,1,7132,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
20720,14:59:18,4,5019,5.0.14.0,1,2,consumption,VAS_bitter_VAS,0,0,0,0,52,1,12559,1,How BITTER is the beer?,1,1,not at all,1,1,extremely,1
20720,14:59:18,4,5019,5.0.14.0,1,3,consumption,VAS_refreshment_VAS,0,0,0,0,90,1,6867,1,How refreshing is the beer?,1,1,not at all,1,1,extremely,1
20720,14:59:18,4,5019,5.0.14.0,1,4,consumption,VAS_body_VAS,0,0,0,0,80,1,5681,1,How FULL-BODIED is the beer?,1,1,not at all,1,1,extremely,1
21220,14:19:20,5,4020,5.0.14.0,1,1,consumption,VAS_bitter_VAS,0,0,0,0,55,1,18953,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
21220,14:19:20,5,4020,5.0.14.0,1,2,consumption,VAS_body_VAS,0,0,0,0,59,1,20685,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
21220,14:19:20,5,4020,5.0.14.0,1,3,consumption,VAS_liking_VAS,0,0,0,0,73,1,13597,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
21220,14:19:20,5,4020,5.0.14.0,1,4,consumption,VAS_refreshment_VAS,0,0,0,0,78,1,4460,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
21220,14:26:47,6,4021,5.0.14.0,1,1,consumption,VAS_bitter_VAS,0,0,0,0,26,1,7047,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
21220,14:26:47,6,4021,5.0.14.0,1,2,consumption,VAS_refreshment_VAS,0,0,0,0,24,1,3510,1,How refreshing is the beer?,1,1,not at all,1,1,extremely,1
21220,14:26:47,6,4021,5.0.14.0,1,3,consumption,VAS_body_VAS,0,0,0,0,30,1,4417,1,How FULL-BODIED is the beer?,1,1,not at all,1,1,extremely,1
21220,14:26:47,6,4021,5.0.14.0,1,4,consumption,VAS_liking_VAS,0,0,0,0,20,1,6064,1,How much do you like the beer?,1,1,not at all,1,1,extremely,1
21220,15:03:51,1,5022,5.0.14.0,1,1,consumption,VAS_refreshment_VAS,0,0,0,0,69,1,4982,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
21220,15:03:51,1,5022,5.0.14.0,1,2,consumption,VAS_body_VAS,0,0,0,0,35,1,5467,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
21220,15:03:51,1,5022,5.0.14.0,1,3,consumption,VAS_bitter_VAS,0,0,0,0,60,1,3648,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
21220,15:03:51,1,5022,5.0.14.0,1,4,consumption,VAS_liking_VAS,0,0,0,0,60,1,12369,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
21420,14:17:51,2,6023,5.0.14.0,1,1,consumption,VAS_bitter_VAS,0,0,0,0,24,1,8871,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
21420,14:17:51,2,6023,5.0.14.0,1,2,consumption,VAS_liking_VAS,0,0,0,0,45,1,2957,1,How much do you like the beer?,1,1,not at all,1,1,extremely,1
21420,14:17:51,2,6023,5.0.14.0,1,3,consumption,VAS_refreshment_VAS,0,0,0,0,67,1,5325,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
21420,14:17:51,2,6023,5.0.14.0,1,4,consumption,VAS_body_VAS,0,0,0,0,14,1,5152,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
21420,14:43:59,3,2024,5.0.14.0,1,1,consumption,VAS_refreshment_VAS,0,0,0,0,75,1,5980,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
21420,14:43:59,3,2024,5.0.14.0,1,2,consumption,VAS_liking_VAS,0,0,0,0,88,1,5601,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
21420,14:43:59,3,2024,5.0.14.0,1,3,consumption,VAS_bitter_VAS,0,0,0,0,16,1,4851,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
21420,14:43:59,3,2024,5.0.14.0,1,4,consumption,VAS_body_VAS,0,0,0,0,82,1,26909,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
21420,15:13:24,4,1025,5.0.14.0,1,1,consumption,VAS_liking_VAS,0,0,0,0,79,1,11010,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
21420,15:13:24,4,1025,5.0.14.0,1,2,consumption,VAS_body_VAS,0,0,0,0,20,1,14092,1,How FULL-BODIED is the beer?,1,1,not at all,1,1,extremely,1
21420,15:13:24,4,1025,5.0.14.0,1,3,consumption,VAS_refreshment_VAS,0,0,0,0,79,1,6243,1,How refreshing is the beer?,1,1,not at all,1,1,extremely,1
21420,15:13:24,4,1025,5.0.14.0,1,4,consumption,VAS_bitter_VAS,0,0,0,0,3,1,4626,1,How BITTER is the beer?,1,1,not at all,1,1,extremely,1
21920,14:20:06,5,1026,5.0.14.0,1,1,consumption,VAS_refreshment_VAS,0,0,0,0,64,1,7401,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
21920,14:20:06,5,1026,5.0.14.0,1,2,consumption,VAS_body_VAS,0,0,0,0,29,1,3275,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
21920,14:20:06,5,1026,5.0.14.0,1,3,consumption,VAS_liking_VAS,0,0,0,0,59,1,4018,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
21920,14:20:06,5,1026,5.0.14.0,1,4,consumption,VAS_bitter_VAS,0,0,0,0,1,1,5366,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
21920,14:48:18,6,1027,5.0.14.0,1,1,consumption,VAS_bitter_VAS,0,0,0,0,23,1,54555,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
21920,14:48:18,6,1027,5.0.14.0,1,2,consumption,VAS_refreshment_VAS,0,0,0,0,74,1,26333,1,How refreshing is the beer?,1,1,not at all,1,1,extremely,1
21920,14:48:18,6,1027,5.0.14.0,1,3,consumption,VAS_body_VAS,0,0,0,0,15,1,38094,1,How FULL-BODIED is the beer?,1,1,not at all,1,1,extremely,1
21920,14:48:18,6,1027,5.0.14.0,1,4,consumption,VAS_liking_VAS,0,0,0,0,75,1,74443,1,How much do you like the beer?,1,1,not at all,1,1,extremely,1
22120,14:23:57,1,1028,5.0.14.0,1,1,consumption,VAS_bitter_VAS,0,0,0,0,76,1,5951,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
22120,14:23:57,1,1028,5.0.14.0,1,2,consumption,VAS_liking_VAS,0,0,0,0,59,1,12175,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
22120,14:23:57,1,1028,5.0.14.0,1,3,consumption,VAS_body_VAS,0,0,0,0,27,1,6534,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
22120,14:23:57,1,1028,5.0.14.0,1,4,consumption,VAS_refreshment_VAS,0,0,0,0,68,1,7475,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
22120,14:37:37,2,2029,5.0.14.0,1,1,consumption,VAS_liking_VAS,0,0,0,0,92,1,6596,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
22120,14:37:37,2,2029,5.0.14.0,1,2,consumption,VAS_bitter_VAS,0,0,0,0,18,1,5485,1,How BITTER is the beer?,1,1,not at all,1,1,extremely,1
22120,14:37:37,2,2029,5.0.14.0,1,3,consumption,VAS_body_VAS,0,0,0,0,61,1,2914,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
22120,14:37:37,2,2029,5.0.14.0,1,4,consumption,VAS_refreshment_VAS,0,0,0,0,100,1,2877,1,How refreshing is the beer?,1,1,not at all,1,1,extremely,1
22420,14:55:56,3,5030,5.0.14.0,1,1,consumption,VAS_liking_VAS,0,0,0,0,96,1,3642,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
22420,14:55:56,3,5030,5.0.14.0,1,2,consumption,VAS_refreshment_VAS,0,0,0,0,99,1,4564,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
22420,14:55:56,3,5030,5.0.14.0,1,3,consumption,VAS_bitter_VAS,0,0,0,0,31,1,2965,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
22420,14:55:56,3,5030,5.0.14.0,1,4,consumption,VAS_body_VAS,0,0,0,0,73,1,3014,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
22620,14:40:43,4,4031,5.0.14.0,1,1,consumption,VAS_refreshment_VAS,0,0,0,0,67,1,9215,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
22620,14:40:43,4,4031,5.0.14.0,1,2,consumption,VAS_liking_VAS,0,0,0,0,40,1,23477,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
22620,14:40:43,4,4031,5.0.14.0,1,3,consumption,VAS_bitter_VAS,0,0,0,0,28,1,23805,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
22620,14:40:43,4,4031,5.0.14.0,1,4,consumption,VAS_body_VAS,0,0,0,0,17,1,29275,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
22620,14:57:00,5,6032,5.0.14.0,1,1,consumption,VAS_body_VAS,0,0,0,0,44,1,13743,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
22620,14:57:00,5,6032,5.0.14.0,1,2,consumption,VAS_refreshment_VAS,0,0,0,0,57,1,3597,1,How refreshing is the beer?,1,1,not at all,1,1,extremely,1
22620,14:57:00,5,6032,5.0.14.0,1,3,consumption,VAS_bitter_VAS,0,0,0,0,57,1,3068,1,How BITTER is the beer?,1,1,not at all,1,1,extremely,1
22620,14:57:00,5,6032,5.0.14.0,1,4,consumption,VAS_liking_VAS,0,0,0,0,71,1,4666,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
22820,14:25:08,6,3033,5.0.14.0,1,1,consumption,VAS_bitter_VAS,0,0,0,0,33,1,7329,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
22820,14:25:08,6,3033,5.0.14.0,1,2,consumption,VAS_refreshment_VAS,0,0,0,0,66,1,3308,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
22820,14:25:08,6,3033,5.0.14.0,1,3,consumption,VAS_liking_VAS,0,0,0,0,74,1,3656,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
22820,14:25:08,6,3033,5.0.14.0,1,4,consumption,VAS_body_VAS,0,0,0,0,40,1,5092,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
22820,14:38:29,1,2034,5.0.14.0,1,1,consumption,VAS_body_VAS,0,0,0,0,2,1,6555,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
22820,14:38:29,1,2034,5.0.14.0,1,2,consumption,VAS_liking_VAS,0,0,0,0,59,1,7141,1,How much do you like the beer?,1,1,not at all,1,1,extremely,1
22820,14:38:29,1,2034,5.0.14.0,1,3,consumption,VAS_bitter_VAS,0,0,0,0,1,1,6928,1,How BITTER is the beer?,1,1,not at all,1,1,extremely,1
22820,14:38:29,1,2034,5.0.14.0,1,4,consumption,VAS_refreshment_VAS,0,0,0,0,74,1,8835,1,How refreshing is the beer?,1,1,not at all,1,1,extremely,1
22820,15:07:35,2,3035,5.0.14.0,1,1,consumption,VAS_body_VAS,0,0,0,0,62,1,11698,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
22820,15:07:35,2,3035,5.0.14.0,1,2,consumption,VAS_liking_VAS,0,0,0,0,66,1,3361,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
22820,15:07:35,2,3035,5.0.14.0,1,3,consumption,VAS_refreshment_VAS,0,0,0,0,58,1,2824,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
22820,15:07:35,2,3035,5.0.14.0,1,4,consumption,VAS_bitter_VAS,0,0,0,0,36,1,2883,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
22820,15:42:43,3,1111,5.0.14.0,1,1,consumption,VAS_refreshment_VAS,0,0,0,0,48,1,3086,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
22820,15:42:43,3,1111,5.0.14.0,1,2,consumption,VAS_bitter_VAS,0,0,0,0,38,1,1535,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
22820,15:42:43,3,1111,5.0.14.0,1,3,consumption,VAS_liking_VAS,0,0,0,0,33,1,1327,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
22820,15:42:43,3,1111,5.0.14.0,1,4,consumption,VAS_body_VAS,0,0,0,0,36,1,1320,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
30320,14:23:54,4,2036,5.0.14.0,1,1,consumption,VAS_bitter_VAS,0,0,0,0,16,1,4909,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
30320,14:23:54,4,2036,5.0.14.0,1,2,consumption,VAS_liking_VAS,0,0,0,0,61,1,4732,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
30320,14:23:54,4,2036,5.0.14.0,1,3,consumption,VAS_refreshment_VAS,0,0,0,0,82,1,3115,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
30320,14:23:54,4,2036,5.0.14.0,1,4,consumption,VAS_body_VAS,0,0,0,0,6,1,2738,1,How FULL-BODIED is the beer?,0,1,not at all,0,1,extremely,0
30320,14:28:43,5,2037,5.0.14.0,1,1,consumption,VAS_refreshment_VAS,0,0,0,0,85,1,16392,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
30320,14:28:43,5,2037,5.0.14.0,1,2,consumption,VAS_body_VAS,0,0,0,0,54,1,5332,1,How FULL-BODIED is the beer?,1,1,not at all,1,1,extremely,1
30320,14:28:43,5,2037,5.0.14.0,1,3,consumption,VAS_liking_VAS,0,0,0,0,54,1,45255,1,How much do you like the beer?,1,1,not at all,1,1,extremely,1
30320,14:28:43,5,2037,5.0.14.0,1,4,consumption,VAS_bitter_VAS,0,0,0,0,58,1,3266,1,How BITTER is the beer?,1,1,not at all,1,1,extremely,1
30320,15:11:19,6,2038,5.0.14.0,1,1,consumption,VAS_refreshment_VAS,0,0,0,0,72,1,6890,1,How refreshing is the beer?,0,1,not at all,0,1,extremely,0
30320,15:11:19,6,2038,5.0.14.0,1,2,consumption,VAS_liking_VAS,0,0,0,0,65,1,4156,1,How much do you like the beer?,0,1,not at all,0,1,extremely,0
30320,15:11:19,6,2038,5.0.14.0,1,3,consumption,VAS_bitter_VAS,0,0,0,0,1,1,7723,1,How BITTER is the beer?,0,1,not at all,0,1,extremely,0
